Titel,Ondertitel,Description1,Description2,Genre,ID,Planning ID
Eugene Chadbourne,,"Het Amerikaanse gitaarfenomeen Eugene Chadbourne begon gitaar te spelen toen hij merkte dat meisjes als bij bosjes vielen voor bands als The Beatles. Dertig jaar later is ‘Doc Chad’ een allrounder voor wie creatieve vrijheid het hoogste goed is. Naast instrumentalist (banjo, gitaar, bas en drums) en componist, bezit Chadbourne ook kwaliteiten als zanger, performer en schrijver. Bovendien stampt hij zijn eigen label Chadula uit de grond en tekent zelf het artwork van zijn hoezen.\
\
\
	Ooit maakte hij furore met Shockabilly (een progrockband) en speelde hij samen met John Zorn en The Violent Femmes, artiesten die via handige marketing groot werden. Commercieel succes interesseert Chadbourne echter niet, hij gaat eigenzinnig zijn weg. Zo bracht hij een reeks ‘horrorplaten’ uit met arrangementen die lijken op thema’s uit horrorfilms, wijdde hele albums aan het oeuvre van J.S. Bach of Jimi Hendrix en vond een ‘elektrische hark’ uit.\
\
\
	Optredens van Chadbourne zijn onvoorspelbaar. Op een stijl kan je hem dus niet vastpinnen, tenzij zijn eigen stijl. Uit zijn banjo perst de eclectische performer zowel country als rockabilly en improvisaties. Met een cartoonachtige stem zingt hij de meest bizarre songs. Voor the game is up! brengt hij speciaal een aantal covers.","\
	www.eugenechadbourne.com\",Concert,4651,legacy-1386
Symposium - Buy Buy Art,,"Kunst kost geld. En een kunstenaar kan natuurlijk niet leven van de liefde voor de kunst alleen. Dit symposium beoogt geen aanklacht of pamflet maar stelt de veelzijdige en ook ambigue relatie tussen kunst en kapitaal aan de orde.
\
Welke mechanismen sturen bijvoorbeeld de prijzen op de veiling en de koers van beleggingen? Damien Hirst verkocht vorige zomer een platina mensenschedel met diamanten voor een recordbedrag van 100 miljoen dollar. Is dit een interessante provocatie of perverse speculatie? Zijn de ludieke interventies van de hackerartiesten niet veel kritischer omdat ze effectief impact hebben? Als kunstwerken investeringen worden, moet kunstonderwijs studenten dan vooral vormen naar de premissen van het kunstbedrijf of ze er juist voor behoeden? Ten slotte, is alleen de beeldende kunst onderhevig aan een kunstmarkt? Hoe komen andere kunstenaars dan aan de kost?
\
Het namiddagprogramma (van 13:00 tot 18:00) omvat een diverse reeks lezingen vertrekkende vanuit de invalshoek van de kunstfilosoof, de verzamelaar, de galerist, en de overheid. ’s Avonds laten wij een melange van kunstenaars aan het woord tijdens twee rondetafelgesprekken.
\
Met: Frank vande Veire (filosoof, KASK), Julian Dibbell  (mediakunst/ mediatheorist, www.juliandibbell.com), Evi Werkers (jurist, KULeuven), Stefaan de Ruyck (algemeen directeur, Vooruit), Hans Martens (artistiek directeur, HISK), Hans Op de Beeck (beeldende kunst), Guillaume Bijl (beeldende kunst), Koen van den Broek (beeldende kunst), Johan Pas (kunstkritiek, Academie van Antwerpen), Christophe Bruno (mediakunst), Superamas (theater/performance), Koen Gisen (muzikant), Eugene Chadbourne (componist), Herman Daled (verzamelaar, voorzitter Wiels)...","(In de festivalbrochure staat dit symposium vermeld als Do you life for or from art?)
\
organisatie: KASK, HISK & Vooruit / i.h.k.v. samenwerkingsplatform Interface
\

\
    www.kask.be
\
    www.hisk.be
\
    www.interface.ugent.be
\",\N,4653,legacy-1387
Rhys Chatham & guests,G3,"Laatste nieuwtje: ook Gabriel Rios zal meespelen met Rhys Chatham & guests!\
\
\
	Met: gitaristen Rodrigo Fuentealba (Gabriel Rios) én Gabriel Rios, Koen Gisen (An pierlé & White Velvet), Johannes Verschaeve (The Van Jets), Tim Vanhamel (Millionaire), Elko Blyweert (Franco Saint de Bakker), Reinhard Vanbergen (Das Pop), Philipp Weies (General Mindy), drummer Karel de Backer (Flip Kowlier) en bassist Maarten Standaert (Arid).\
\
\
	Excentriek, eigenzinnig en zijn tijd ver vooruit. Zo valt Rhys Chatham in enkele woorden te omschrijven. Deze Amerikaanse componist, gitarist en trompettist circuleert sinds de jaren ’70 in de avant-gardistische en experimentele muziekmilieus in New York. Hij begon zijn muzikale carrière als instrumentenstemmer, als student bij het Amerikaanse boegbeeld van het minimalisme La Monte Young en protegé van pianofenomeen Glenn Gould. Algauw begon hij zelf te componeren. Zijn vroege werk is kenmerkend minimalistisch, waarna het evolueert onder invloed van punk en rockmuziek. Chatham heeft vooral naam en faam gemaakt met zijn composities voor ‘gitaarorkesten’, waarvan Guitar Trio een van de bekendste is. Niet vreemd dat Glenn Branca – die in september 2007 in Vooruit stond met zijn compositie voor 100 gitaren – hem aanduidt als zijn grote voorbeeld. De twee werkten overigens ook al samen.\
\
\
	In zijn rijke en niet voor de hand liggende carrière bundelde hij wel vaker de krachten met onder meer Philip Glass, Steve Reich, Brian Eno, Fred Frith, Lou Reed, Thurston Moore en talloze anderen. In de tachtiger jaren is Chatham zich meer gaan toeleggen op composities voor trompet en andere koperblazers – daartoe werd hij genoodzaakt door gehoorschade door té luide muziek. Toch kruipt bloed kruipt waar het niet gaan kan en blijft de man gitaarcomposities maken. In 2005 maakte hij in opdracht van de stad Parijs voor het Nuit Blanche Festival een score voor 400 gitaren, getiteld A Crismon Grail. Ruim 10 000 man was live aanwezig en nog eens 100 000 bekeken het live op tv.\
\
\
	In Vooruit herneemt hij zijn legendarische Guitar Trio, dat omgedoopt werd tot G3 omdat de compositie werd uitgebreid tot een 6-tal gitaren, bas en drum en gespekt werd met visuals van Robert Longo. In de US bracht hij het stuk samen met muzikanten uit Sonic Youth, Husker Du, Tortoise en God Speed You Black Emperor! Hier doet hij het met Belgische rockmuzikanten: gitaristen Rodrigo Fuentealba (Gabriel Rios), Koen Gisen (An pierlé & White Velvet), Johannes Verschaeve (The Van Jets), Tim Vanhamel (Millionaire), Elko Blyweert (Franco Saint de Bakker), Reinhard Vanbergen (Das Pop), Philipp Weies (General Mindy), drummer Karel de Backer (Flip Kowlier) en bassist Maarten Standaert (Arid).","\
	www.myspace.com/rhyschatham\
		www.myspace.com/rodrigofuentealba\",Concert,4655,legacy-1388
FrictiesSalon met Reverend Billy,,"De krantencommenaten liegen er niet om. “Reverend Billy is seriously hilarious”, “As entertaining as jaw-dropping”. Ontegensprekelijk zijn Reverend Billy and the Church of Stop Shopping een fenomeen in de Verenigde Staten.
\
Als straatpredikant en activist trekt Reverend Billy de straat op om mensen aan te zetten tot bewust koopgedrag. Ook brengt hij binnenkort met zijn koor een cd op de markt vol vrolijke gospelsongs met sprekende titels als Back away from the Wallmart, Lover Logo, Shop Enough for Africa. In de eerste festivalweek van the game is up! komt hij ook prediken voor Vooruitpubliek en tijdens de tweede neemt hij plaats in de sofa voor een FrictiesSalon. Wie is de man die schuil gaat achter Reverend Billy en waar begint en eindigt het personage dat hij zich aanmeet?
\
Deze voorstelling zit in de top 5 van maart van 5 For Students","\
    www.revbilly.com
\",\N,4657,legacy-1389
Eleanor Bauer,At Large,"Na dansstudies in New York (BFA Dance Tisch School of Arts) en Brussel (PARTS) liet de Amerikaanse Eleanor Bauer van zich horen met spitsvondige, korte soloprojecten als ELEANOR! en Dig my aura. Dat laatste was in april 2007 tijdens SUM/SOME of the parts ook in Vooruit te zien.
\
Het project kwam tot stand met de dansers Femke Gyselinck en Manon Santkin, videaste Inneke Van Waeyenberghe en een reeks gasten en infiltranten. At Large bestaat uit verschillende componenten en heeft tot doel om het artistieke perspectief van de dansmaker in de hedendaagse maatschappij te verruimen.
\
Aansluitend bij de live performance, krijgt het publiek een boekje met interviews over de relevantie van het leven als danser of choreograaf, vanuit een zowel persoonlijk, professioneel als sociaal perspectief. In de foyer kan je een videodocument zien over sociale dansfenomenen die op het net circuleren en een nieuwe danshype ‘scratching’ die Bauer en haar medewerkers samen ontwikkelden. Thuis kan de toeschouwer de At Large screensaver downloaden. Al deze ‘producten’ hebben hebben als doel om het idee dat we de dag van vandaag over dans koesteren te overschrijden en te verruimen.
\
 ","Concept: Eleanor Bauer
\
Van en met: Eleanor Bauer, Femke Geyselinck, Manon Santkin
\
Scenografie & video: Inneke Van Waeyenberghe
\
Productie: Good Move vzw, Charlotte Vandevyver
\
Coproductie: BUDA, DTW New York, HAU Berlin, Monty, PACT Zollverein, Vooruit, WorkSpaceBrussels
\
Met steun van de Vlaamse Gemeenschap en de VGC
\

\
    www.goodmove.be
\",\N,4659,legacy-1390
Art for sale automatenpark,,"Beleef het motto Art for Sale letterlijk op het automaten-parcours. Het idee is simpel: je stopt een bedrag in een automaat naar keuze en in ruil neem je een kunstwerk(je) van uiteenlopende waarde mee naar huis. The game is up! vroeg aan alle betrokken artiesten om speciaal voor het Vooruitfestival kunstobjecten te ontwerpen.\
\
\
	Sommige automaten huldigen het ‘altijd prijs’ principe, andere automaten hebben exclusiever materiaal achter het glas zitten. Om een kunstwerk te winnen moet een stevige portie geluk aan je kant staan.Met bijdragen van Matthieu Laurette, Julian Dibbell, Superamas, Aarich Jespers (Zita Swoon), the Germans, Reverend Billy, Andrea Crews, Carlos Katastrofsky, Eugene Chadbourne, Kira Kira, Kapotski, Eleanor Bauer, Hans Bryssinck, Tina C. en vele anderen. Ook met een Pachinkomachine van Etoy en een aantal artiesten aangebracht door gastcurator Edith Doove, namelijk Mira Sanders, QUIX (met for a few $$$ more) en Peter Hulsmans.","Met dank aan Brabo & Selecta\
\
\",\N,4661,legacy-1373
The Germans,met special guest Eugene Chadbourne,"Na enkele demo’s, de EP The Next Superstar, een resem optredens waarmee ze een stevige live reputatie opbouwden, het project Raymond en zijn Helden én na (halve) finaleplaatsen in het Oost-Vlaams Rockconcours en Humo’s Rock Rally, zijn the Germans klaar voor het grote werk.
\
Op 17 maart ligt The Germans’ debuutplaat ‘Elf Shot Lame Witch’ in de winkels. Pascal Deweze (Sukilove, Metal Molly,…) en Boris Wilsdorf (al 15 jaar vaste geluidstechnieker en producer van Einstürzende Neubauten) tekenden voor het mix- en productiewerk.
\
Het geluid van the Germans evolueert van hard naar zacht en terug en noise combineren ze moeiteloos met pure songs. Zowel Sonic Youth, Brainiac, Liars, Captain Beefheart als de vroege krautrock (Can, Faust, Neu!, …), maar evengoed the Beatles, Pink Floyd en David Bowie schemeren door op de achtergrond.
\
Als tweede deel van het concert treedt Eugene Chadbourne als special guest op het podium om een korte sessie met The Germans te spelen.","\
    www.thegermans.be
\
    www.myspace.com/thegermanstheband
\
    www.eugenechadbourne.com
\",Concert,4663,legacy-1391
FrictiesSalon met Andrea Crews,,"In tijden waarin H&M en konsoorten ons met goedkope kleren bekogelen, is er het  Parijse collectief Andrea Crews dat aan een deel van de kledingberg een nieuw en spannend leven geeft. 
\
Marrousia Rebecq, de leading lady van het collectief, heeft iets met kunst, activisme en mode. Wat op het eerste gezicht een vreemde ménage à trois lijkt, laat Rebecq rijmen. Ze gaat aan de slag met afgedankte kledij en tovert ze om tot avontuurlijke en originele creaties waar ze waanzinnige modeshows mee op poten zet. Op het einde van die evenementen kunnen de toeschouwers creaties mee naar huis nemen. Op dit moment opent ze haar eerste kunstkledingshop in Parijs.","\
    www.andreacrews.com
\",\N,4665,legacy-1392
Happy End Party,"met Stage for sale, Tina C. en Midijayski","Het podium is verkocht! Bekijk de winnaar zaterdag voor Tina C. en het feest met Midijayski!
\
De laatste avond van the game is up! zetten we in met Happy/End, de slotvoorstelling van de Superamas BIG-trilogie. We konden het zelf niet beter verwoorden, en dus doopten we onmiddellijk onze slothappening om tot HAPPY END PARTY.
\
Tijdens Stage For Sale reserveren we het podium voor wie er het meeste geld voor wil neerleggen… Jawel, ons podium bieden we te koop aan op Ebay! De hoogste bieder wint! Wie wil meedingen naar de begeerde plaats, ... is te laat. Het is verkocht!
\
Hierna is het de beurt aan de onvolprezen countryzangeres Tina C. uit Tennessee. Bereid je voor op een heerlijke cocktail van (op zijn zachtst uitgedrukt) aparte zang, platte entertainment en hilarische bindteksten doorspekt met politieke statements en provocaties. De Britse pers lust deze waanzinnige drag Queen Tina C. (het alter ego van de Londonse acteur Christopher Green) wel: “niet te missen”, kopte The Independent en “heerlijk politiek incorrect”, titelde The Scotsman. 
\
Misschien is het wel de laatste keer dat je haar als ‘gewone countryzangeres’ aan werk ziet, want Tina C. is running for the White House in november 2008, als onafhankelijke kandidaat!
\
Afsluiten doen we met een party met Midijayski.
\
Stage for sale
\
KOOP JOUW PLAATS OP HET VOORUITPODIUM!
\
 
\
Droomde je er altijd al van op het podium te schitteren?
\
Vooruit geeft je de geknipte kans om je talent te tonen aan de wereld. Maar niets voor niets natuurlijk en zeker niet in een festival met als titel ART FOR SALE. We bieden ons podium te koop aan: als je die plaats wil, zal je er voor moeten betalen. Hard cash!
\
Alle genres of smaken zijn welkom. De hoogste bieder krijgt het podium. Succes!
\
VERKOCHT! VERKOCHT! VERKOCHT! Via Ebay.
\
 
\
Deze voorstelling zit in de top 5 van maart van 5 For Students","Stage for Sale – 21:30
\
Tina C. – 23:00
\
start party – omstreeks 24:00
\

\
    www.tinac.net
\
    www.myspace.com/midijayski
\",Concert,4667,legacy-1393
Rent-an-artist: Liquid Cactus,Föhn le fenêtre,"Kijkt je appartement uit op een grauwe muur en kunnen je ramen een streepje groen gebruiken? Maak dan gebruik van onze Rent an Artist-dienst met Föhn le fenêtre! Het concept is eenvoudig: kunstenaar Karel Verhoeven van Liquid Cactus biedt tegen betaling zijn diensten aan. In ruil krijg je een fleurig uitzicht; hij bekleeft je ramen met bloemen, planten of distels naar keuze. Hiervoor stelt hij een catalogus samen met daarin een 32-tal planten. 
\
Pittig detail: de planten en bloemen ter beschikking zijn stuk voor stuk terug te vinden op Het Lam Gods van de broers van Eyck. Zo krijg je niet alleen een groener uitzicht, je haalt eveneens een uniek stuk kunst in huis met een vette knipoog naar de Middeleeuwse meesters én je maakt een artiest een rijker man!
\
Bezoek zijn infostand in Vooruit tijdens the game is up! en lees meer op www.liquidcactus.be","\
    www.liquidcactus.be
\
    www.nextnature.net
\
    Beton & Garten
\
    allerlei.zoekertjes.net/rentanartist
\
    jobs.zoekertjes.net/rentanartist
\
    www.cherza.be
\
    www.hebbes.be
\
    www.marktplaza.be/Rent-an-artist
\

\
http://www.macromarkt.be/
\
http://www.koopjesnet.be/rent_an_artist_zd21744449.html",\N,4669,legacy-1394
Kapotski,K.I.S.R.T.S. 2008,"Het Gentse muziekcollectief Kapotski lanceert op the game is up! hun K.I.S.R.T.S. 2008, ofte het Kapotski International Shopdrop Record Tracking System. Een mondvol voor een simpel en leuk concept.
\
Kapotski verspreidt in diverse platenwinkels (wereldwijd) 500 vinylplaten. Zomaar gratis in de rekken voor de gelukkige vinder. Op de platen staan live opnames van de Emieltapes, de improsessies die Kapotski deed met o.a. Isolde Lasoen, Mauro Pawlowksi en Jean-Marie Aerts. Maar het gaat verder … met een unieke code die je vindt op je plaat kan inloggen op http://kisrts.vooruit.be, een online trackingsysteem. 
\
Als je binnen 10 jaar één van de platen bemachtigt, kan je hierheen surfen om het individuele traject van je plaat te zien, jezelf in te loggen en toe te voegen aan dit verhaal.","\
    http://kisrts.vooruit.be
\
    www.kapotski.be
\",\N,4671,legacy-1395
Bart Stolle,,"Beeldend kunstenaar Bart Stolle palmt op onverwachte plaatsen het publiek in met zijn videowerk. Op schermen die kriskras in Vooruit staan, presenteert hij korte filmpjes die met eenvoudige vormen en kleuren en licht opdringerige ritmes de aandacht trekken.
\
Voor het ritme van zijn beelden, speelt Stolle leentjebuur bij de drukke en mechanische ritmes van techomuziek. Toch overstijgen zijn filmpjes het niveau van de videoclips op commerciële tv-zenders. Stolle grijpt immers ook terug naar de diepgewortelde kunsttraditie en legt zo als het ware een link tussen de abstracte schilderkunst en de huidige technologie.","\
    www.stolle.be
\",Film,4673,legacy-1396
the game is up! tentoonstelling,,"In de tentoonstelling vinden de mediakunstenaars die tijdens de FrictiesSalons over hun werk en project vertellen een permanente stek doorheen het festival. Je vindt er documentatie en werk van Matthieu Laurette, Etoy.corporation, Heath Bunting, Carlos Katastrofsky, Christophe Bruno, Julian Dibbell, Reverend Billy, Billboard Liberation Front en Andrea Crews.",,Expo,4675,legacy-1397
Les van de eeuw #5,Oorlog is dus geen kunst - Vijf jaar na Irak,"Kleine wijziging in line-up. Helaas vallen volgende drie personen weg: Fadil Al-Azawi is geveld door ziekte, Minister De Gucht is verhinderd door de regeringsvorming en Rudi Vranckx verblijft momenteel in Bagdad.
\
Waar staan we nu in Irak, vijf jaar na de inval en vijf jaar na de 1ste Les van de Eeuw (Oorlog is geen kunst naar aanleiding van de toen nakende inval); ergens of nergens?
\
Zijn er lessen getrokken uit de inval en vooral, uit de compleet uit de hand gelopen periode ná de inval? Welk zijn de repercussies voor het gehele Midden-Oosten, voor Iran, Pakistan en Afghanistan in het bijzonder, en de verhouding tussen de US en het de oorlog afwijzende gedeelte van Europa? Kunnen de economische ‘winnaars’, de bedrijven die Iran mogen heropbouwen, nu bij naam genoemd worden? Geeft de regering Bush toe dat het eigenlijk vooral om olie draaide? En hoe zwaar zal Irak en de politiek van ‘war on terror’ wegen op de Amerikaanse presidentsverkiezingen van 2008? En klopt het wat Al Gore schreef in zijn laatste boek, dat in de VS alle rede zoek is?
\
Op 19 maart 2008 herdenken we binnen de serie Toestanden met de vijfde Les van de Eeuw vijf jaar Oorlog is geen Kunst, want Irak bleek inderdaad de kroniek van een aangekondigde ramp. Er waren geen massavernietigingswapens en er vallen nog altijd doden, langs beide kanten.
\
De Les van de Eeuw bestond de laatste jaren telkens uit drie ‘lessen’; ’s ochtends voor laatstejaarsscholieren, ’s namiddags voor universitairen en ’s avonds voor het brede publiek. In de panels zaten zowel academici en wakkere burgers als journalisten en cultuurmensen.
\
OPEN OCHTENDLES
\
9:00 – 12:00 Theaterzaal – gratis
\
Via de verrassende confrontatie tussen academici, journalisten en kunstenaars, willen we de (voor)laatstejaars humaniora op een creatieve manier nieuwe inzichten bij brengen; informeel maar mèt inhoud. Naast de situerende introductie voorzien we twee duogesprekken, aangevuld met een streep cultuur; in dit geval met een reisverslag en poëzie:
\

\
    Intro: Vijf jaar Irak door professor Sami Zemni (Vakgroep Studie van de derde wereld, UGent); hoe begon het allemaal en waar staan we nu, vijf jaar later ?
\

\

\
    Les 1 : Bruno De Cordier (medewerker Conflict Research Group, UGent) & journalist Joël De Ceulaer (Knack) over o.a. Pakistan en Afghanistan. De academicus trok door beide landen, en niet altijd in makkelijke omstandigheden. Een verslag van het front, zeg maar.
\

\

\
    Les 2 : professor Ruddy Doom (Vakgroep Studie van de derde wereld, UGent) & journaliste Annelies Rutten (Het Nieuwsblad, Slimste Mens 2007) over o.a. de chaos in Irak, machtsdenken en beeldvorming van Irak en de Irakezen
\

\
In een verslag over zijn laatste reis naar Irak geeft theatermaker Hazim Kamaledin op een ironische manier commentaar op de toestand in Irak. Alledaagsheid, wreedheid, absurditeit en humor wisselen elkaar af.
\
OPEN NAMIDDAGLES
\
15:00 – 17:00 Theaterzaal – gratis
\

\
    15:00: Ruddy Doom over Het laatste woord 
\
    16:00: Gie Goris over Iran. De volgende vergissing? 
\
    Met muziek door Osama Abdulrasol 
\
    Met een reisverslag van Hazim Kamaleding
\

\
POËZIERECITAL: El Charaab – De Verwoesting 
\
18:30 – 19:30 Foyer Theaterzaal – gratis en mèt hapjes
\
Hoewel de toestand in de Arabische wereld vrijwel elke dag onze media domineert, worden Arabische intellectuelen, filosofen, dichters nauwelijks betrokken bij het debat. Toch zijn zij het, eerder dan schriftgeleerden of politici, die de stem van de redelijkheid vertolken in een tijdperk van waanzin. Zij zijn het, eerder dan zelfmoordcommando’s of verzetstrijders, die via taal, schrift en beeld een band onderhouden met de eeuwenoude Arabische cultuur. Precies omdát de toestand in Afghanistan, in Irak, in Soedan en in andere landen van het Midden-Oosten ons Westers begripsvermogen te boven gaat, is het niet zonder belang een podium te bieden aan een aantal poëtische stemmen uit de regio. Vooruit biedt bij deze gelegenheid speciale Oosterse hapjes aan.
\
AVONDLES / DEBAT & uitreiking Emile Zola-prijs 
\
20:00 – 22:00 Theaterzaal – gratis
\
Irak, vijf jaar na de inval, en geen stap verder.
\
Met:
\

\
    Ruddy Doom (professor Vakgroep Studie van de derde wereld, UGent)
\
    Sami Zemni (professor Vakgroep Studie van de derde wereld, UGent)
\
    Ayfer Erkul (journaliste van De Morgen en onlangs nog op reportage in het Midden-Oosten)
\
    Dirk Adriaensens (lid Brussels Tribunal, een platform van intellectuelen, artiesten en activisten dat de permanente oorlogslogica van de VS en haar bondgenoten aanklaagt, en dat zich momenteel in het bijzonder op het Midden-Oosten richt; het BT tracht een brug te vormen tussen het verzet van de intellectuelen in de Arabische wereld en de vredesbewegingen in het westen.)
\
    Moderator: Joel De Ceulaer (Knack)
\

\
Beeld: In een verslag over zijn laatste reis naar Irak geeft theatermaker Hazim Kamaledin op een ironische manier commentaar op de toestand in Irak. Alledaagsheid, wreedheid, absurditeit en humor wisselen elkaar af.
\
Uitreiking Emile Zola-prijs: De prijs voor het beste politieke essay geschreven door een –28jarige, georganiseerd door Samenleving en politiek, tijdschrift voor een democratisch socialisme (uitgegeven door Stichting Gerrit Kreveld) en uitgereikt door Prof. dr. Paul Van Cauwenberge, Rector van de Universiteit Gent.","Ochtendles i.s.m. WOCK (Werken aan Onderwijs, Cultuur en Kunst – Stad Gent)
\
i.s.m. UGent, Wock Stad Gent, De Morgen, Stichting Gerrit Kreveld, Samenleving en Politiek
\
en ook: KUNSTENAARS OVER EEN STAD IN VERVAL : BAGDAD BAZAAR
\
di 13.03 – Monty Antwerpen
\
Vijf jaar na de inval in Irak, maken kunstenaars een balans op. De Iraakse theatermakers van Tg Cactusbloem en Monty zetten een parcours uit langs dans, theater, video en fotografie, en openen het debat.
\

\
    zie www.monty.be
\",\N,4677,legacy-1398
Dirk Vandersypen Award,,"Journalist Dirk Vandersypen, geboren in het Congolese Leopoldville, groeide uit tot een van de meest toonaangevende documentairemakers over Zuid-Amerika. Hij stierf in Antwerpen in 2000 aan een hersentumor. Collega’s en vrienden richtten een stichting op als eerbetoon aan Dirk én als ruggensteun voor de kritische documentairemakers. Na de uitreiking van de Dirk Vandersypen Award wordt de winnende documentaire voor het eerst in ons land vertoond. Gastvrouw is Phara de Aguirre. Journalist Marc Van Glabbeek schetst de huidige politieke en sociale situatie in Latijns Amerika. Juryvoorzitster Anna Van der Wee reikt de prijs uit aan de winnende filmmaker.
\
De Dirk Vandersypen Award is een internationale prijs voor televisiedocumentaires over Latijns Amerika die sinds 2001 jaarlijks uitgereikt wordt. De prijs wil televisiemakers van over de hele wereld aanmoedigen om authentiek en onafhankelijk te blijven berichten over Latijns Amerika. Dat heeft journalist Dirk Vandersypen (1952 – 2000) 25 jaar lang gedaan. Hij maakte bekroonde televisiedocumentaires, schreef boeken en artikels over zijn geliefde continent.
\
 ","i.s.m. Dirk Vandersypen Award v.z.w., Canvas en Radio 1
\
Gratis inschrijven via info(at)dvsaward(dot)org
\

\
    www.dvsaward.org
\",Film,4679,legacy-1399
Hortecta,,,,Feest,4681,legacy-1401
City Queens,,,,Feest,4683,legacy-1403
Think!,,,,Feest,4685,legacy-1404
Kaho,,,"\
    www.kahosl.be
\",Feest,4687,legacy-1405
Star Warz,,"Met o.m.
\
Doc Scott, Vapour, .Com, Marcus Intalex, Dom & Roland, Millenium Kru & MC dapper, MC’s DRS & Justyce, …","\
    www.187-dnb.com
\
    www.kozzmozz.com
\",Feest,4689,legacy-1406
Poplife,,,"\
    www.poplife.be
\",Feest,4691,legacy-1407
VLK met Milk Inc.,,"Meer info op www.boerekot.be.
\
De voorverkoop voor niet-leden zal in de Point Final zijn in de Overpoort (aan €7).  Voorverkoop voor leden zal op het Boerekot zijn (aan €6). Voorverkoop begint op maandag 25 februari.","\
    www.boerekot.be
\",Feest,4693,legacy-1408
Dies Natalis,,,"\
    www.ugent.be
\",Feest,4695,legacy-1409
Verkeerd Geparkeerd,,,"\
    www.verkeerdgeparkeerd.be
\",Feest,4697,legacy-1410
Kozzmozz,,"Line up :\
\
\
Kozzmozz Room\
	\
	Speedy J live ( Plus 8, NovaMute rec NL) \
		Radial live (Audio Assault, Token rec, NL) \
		Tomaz (Switch, Stubru, BE) \
		Kr!z (Token rec, Kozzmozz, BE)\
	\
\
\
Ultra Room \
	\
	Spacid (Ultra, Retro acid, BE)\
		Franco Cangelli (Aesthetik, Ferox, Seventh Sign rec, BE)\
		Tom Dazing (Heimatmelodie, Toysforboys, BE) \
		YTC (www.poppunt.be)\","\
	www.kozzmozz.com\
		www.myspace.com/kozzmozz\",Feest,4699,legacy-1411
BruStuPuntUit,,"StuBruPuntUit wordt BruStuPuntUit! 
\
Maar het programma blijft minstens even sterk:
\
vr 28 maart
\
Concertzaal (deuren 19:30 – einde 06:00)
\

\
    20:00 Baloji
\
    21:30 Girls in Hawaii
\
    23:00 Das Pop
\
    00:45 Front 242
\
    02:00 The Glimmers
\
    03:30 The Subs (live)
\
    04:15 Starski&Tonic
\

\
Theaterzaal (deuren 19:30 – einde 01:30)
\

\
    20:00 Jim Cole
\
    21:15 Lais
\
    22:45 Delavega
\
    00:30 Hooverphonic
\

\
Balzaal (deuren 19:30 – einde 01:45)
\

\
    20:30 Headphone
\
    21:30 Marcus
\
    23:00 Swirl People
\
    00:45 Shameboy
\

\
Café (deuren 19:00 – einde 01:30)
\

\
    19:00 Djset Killa Tactics
\
    21:00 WaxDolls
\
    22:15 Jerboa
\
    00:00 Killa Tactics & MC
\

\
za 29 maart
\
Concertzaal (deuren 19:30 – einde 06:00)
\

\
    20:00 Janez Detd
\
    21:30 Monza
\
    23:00 Arid
\
    00:45 Zornik
\
    02:00 Discobar Galaxie
\
    03:45 Peter Van de Veire & dj Christophe Lambrecht
\

\
Theaterzaal (deuren 19:30 – einde 01:15)
\

\
    19:45 The Tellers
\
    21:15 Tom Helsen
\
    22:45 Milow
\
    00:15 Flip Kowlier
\

\
Balzaal (deuren 19:30 – einde 01:45)
\

\
    20:15 The Hong Kong Dong
\
    21:30 Creature with The Atom Brain
\
    23:00 Mintzkov
\
    00:45 Tim Vanhamel
\

\
Café (deuren 18:30 – einde 01:00)
\

\
    19:30 Savalas
\
    21:00 Balthazar
\
    22:30 The Black Box Revelation
\
    00:00 Red Zebra
\",,"Concert,Feest",4701,legacy-1418
Dorkbot,,alle info op www.dorkbot.be,,\N,4703,legacy-1441
